	SK_ID_CURR	TARGET
0	100001	0.06505115350365902
1	100005	0.12640086286207214
2	100013	0.08123883481753803
3	100028	0.06150936361445506
4	100038	0.12830764326246147
5	100042	0.055893562654302634
6	100057	0.08303505659957819
7	100065	0.12547014945404755
8	100066	0.050359062441853036
9	100067	0.10329456967704856
10	100074	0.06324561358749245
11	100090	0.11512749959390192
12	100091	0.11715822104511232
13	100092	0.09810110738049084
14	100106	0.15582105555336906
15	100107	0.11181272003296594
16	100109	0.09856982364431137
17	100117	0.07621643925456385
18	100128	0.07349350185004867
19	100141	0.08792808085047804
20	100150	0.07549698001080193
21	100168	0.06499484686526816
22	100169	0.044324958226132305
23	100170	0.0869033909188971
24	100171	0.09982796639888074
25	100172	0.12153726652090682
26	100184	0.07391717210447457
27	100187	0.061739081507788805
28	100212	0.0858074148660924
29	100222	0.08476303380360352
30	100223	0.06309495139766644
31	100232	0.07324641756621232
32	100241	0.14118941603018176
33	100245	0.07944665703269002
34	100253	0.06144341107720482
35	100256	0.09450552250060656
36	100271	0.0548331904729737
37	100278	0.10646984965464196
38	100280	0.07066897821557806
39	100306	0.15388845599462248
40	100311	0.10708583173122707
41	100312	0.06354206411778854
42	100330	0.07495907404325683
43	100331	0.08947734436037078
44	100352	0.09284457873378961
45	100358	0.09300646295957912
46	100367	0.08562889481562194
47	100382	0.08528106471159601
48	100384	0.07421528114337475
49	100385	0.11568043013464611
50	100386	0.09037798935695139
51	100399	0.07180169163277561
52	100404	0.0692637614287725
53	100416	0.07177980818878776
54	100422	0.12102744691321068
55	100426	0.0794346542050855
56	100438	0.06845415904714296
57	100444	0.11472582332051408
58	100445	0.1233875237686789
59	100446	0.11718791412933047
60	100447	0.06484685933662426
61	100450	0.07368489794081402
62	100466	0.08577776882932897
63	100483	0.0728852833188856
64	100484	0.052560838077373655
65	100494	0.08403868913148665
66	100510	0.12550612364273964
67	100512	0.05955091684647275
68	100517	0.06955169980080025
69	100548	0.05836370540743317
70	100551	0.07007066447882386
71	100552	0.1256188788202177
72	100553	0.08592070699338525
73	100561	0.09290545248633332
74	100568	0.12349820383732116
75	100569	0.06932599505218803
76	100591	0.09532500450649682
77	100592	0.04786700047993434
78	100602	0.10761530978210726
79	100607	0.07915733752121476
80	100613	0.08342402592094028
81	100617	0.07819070190652501
82	100618	0.09140864410334726
83	100622	0.16354194746655262
84	100625	0.12431263176237188
85	100677	0.08352778474211342
86	100699	0.07670660572911973
87	100702	0.13677986299869788
88	100711	0.08414673212557176
89	100729	0.13700498689615478
90	100740	0.1181603328716477
91	100744	0.1048265472005228
92	100745	0.10250459482496345
93	100747	0.10006022563221778
94	100751	0.1110557246368185
95	100752	0.08554727492674787
96	100753	0.1457135959780992
97	100754	0.0958495606319628
98	100760	0.10778869724450363
99	100762	0.09414765932663514
100	100763	0.07689646213231549
101	100765	0.07605647559910432
102	100770	0.10165115911132191
103	100772	0.08600916255940484
104	100777	0.08513413574717511
105	100791	0.06889436622965486
106	100792	0.059476581662872785
107	100797	0.08817675375476747
108	100823	0.09451281696192225
109	100826	0.09202204145795945
110	100830	0.06687916893389168
111	100836	0.13168645541781854
112	100872	0.08325691765578369
113	100910	0.08810221959395813
114	100913	0.05843467780953753
115	100918	0.07937864673538476
116	100931	0.05514747184902414
117	100952	0.11949028480529335
118	100953	0.10172954239413715
119	100965	0.10498516324440446
120	100970	0.081258074087197
121	100982	0.12076705043209846
122	100983	0.08480641018997764
123	100984	0.06855209535901988
124	100987	0.1151038333670754
125	100997	0.09121567065736026
126	100998	0.13140932190681165
127	101002	0.0974658315335629
128	101005	0.13453438709951482
129	101008	0.1205359339427793
130	101020	0.0944068816820664
131	101021	0.09105592060098774
132	101024	0.09414318667965509
133	101025	0.1271110342296225
134	101026	0.09416244449873672
135	101031	0.08579609370327182
136	101041	0.05721681798444154
137	101051	0.06411509120527614
138	101055	0.08877760222898101
139	101056	0.13112088317061943
140	101057	0.10187608479978899
